review_id,product_id,title,author,rating,content,timestamp,profile_id,is_verified,helpful_count,product_attributes
R3A0CT3JVYDFX3,B0D4SX9RC6,4.0 out of 5 stars Bass Heavy,Geomancer,4,"As you can probably tell from the product description heavily focusing on the subwoofer, you won't be surprised to learn that this speaker is very bass heavy. That's fine for songs that complement that kind of sound, but is a determent to anything else. For example listening to an audio book it doesn't sound very good and I actually prefer my phone's built in speaker or a regular set of headphones. There is no EQ feature, even if you download the Beats app. Speaking of the Beats app, it doesn't really have any use. It will tell you battery life, and remind you what the controls are, but that's it. The ""one touch connect"" feature did not work, I had to manually connect in my Bluetooth settings (Android, Samsung Galaxy S20 FE).For controls there are four buttons. A power button, multi-function button (play/pause/next/previous), volume down, and volume up. They are the same color as the speaker, do not light up, and are difficult to see. I initially had some trouble turning it off because you have to hold the power button. However if you don't hold it long enough it just gives you a battery life indicator, hold it too long it goes into pairing mode. You have a 2-3 second window between those two functions to actually get it to turn off.Volume wise, it does get pretty loud. Loud enough to hurt if you're nearby. Bass of course travels well and far, be aware that you will annoy your neighbors if your outside with the volume up. Perhaps even at a mid volume because it is so bass heavy. Not great for apartments because of that, at least if you don't want to be that annoying neighbor.If you have two of these, you can sync them together either to just make them even louder (why would anyone want that? It already hurts at max volume), or as a stereo pair.For the price, I would have preferred a speaker with a more balanced audio profile. For tracks that do emphasize bass though it does sound pretty good. Overall I would classify my annoyances other than the sound profile as minor.","Reviewed in the United States June 28, 2024",AHS6VNLQVHWZLOI3RZ6ZXUWPK4OA,False,12,Color: Matte BlackStyle: PillPattern: Without AppleCare+
R31FPPEOE54HHH,B0D4SX9RC6,4.0 out of 5 stars Not bad for the price,M.J. Shearer,4,"I own a plethora of bluetooth speakers, one even costing 10x this one. But, for a small portable form factor, this pill doesn't sound half bad. It is definitely not my favorite in the sound quality department, but the portability factor makes it a keeper. Right now, I'm testing it on my kitchen window sill and it provides me with adequate sound whilst I rustle up grub for the fam. Highs are clear, mids are punchy, bass is present but it won't knock your socks off. If you're looking for a balance between portability and sound quality, then this might be your ticket at 150$. BUT, if you want better sound quality, save up another 100 bux and you can find a larger (even much larger) speakers that will SA-MOKE this one, but, you WILL sacrifice portability. One issue I found with this speaker is that the rubberized texture on the back is a dust and animal hair magnet. (Two cats and two GSD's...you GSD owners out there know the struggle) It will not wipe clean with your hand, but a very damp paper towel works like a charm.","Reviewed in the United States July 10, 2024",AFIPEJWLO34BKCROKOXTQOTHWOIQ,False,1,Color: Matte BlackStyle: PillPattern: Without AppleCare+
R1IDSWYH8GDHSG,B0D4SX9RC6,5.0 out of 5 stars Beats pill returned with an amazing and sleek speaker for IOS/ android,Alan,5,"This is a very small and compact speaker, but for its size, it packs a serious punch. It's comparable to the JBL Flip 6. Sure, that speaker has even better bass, but this more complete package for its price, with speakerphone and in my opinion, more sexy design.-The bass is great, and the overall mid and high range is excellent, but I wouldn’t say it’s the best among portable speakers. This is overall a very bass-heavy speaker. I only own the black one, but I’m interested in trying out other models when I get a gold one (because it’s sexy af).-This is definitely the best-looking and sleekest portable speaker. It’s minimal, smooth, and easy to carry around. Sure, for the price, you can argue that you can get a “better” speaker, but what this speaker offers is a well-rounded package: nice sound with great bass, goes well with home decor without sticking out, and minimal with a beautiful design. It's especially easy to access if you're an Apple user. Speakerphone has decent clarity and nice usages in times.-Even though it says 24 hours of battery life, take it with a grain of salt. The fact is, the higher the volume you play, the more battery it consumes because it uses more power in the drivers and woofers to push out bass and sounds. So, don’t complain too much if you see faster drainage than advertised, lol. I play around 60%-70% volume range and very bass heavy songs. so I get about 6 1/2 hours from what I observed. Yours might vary.-The biggest critique I have is that it’s the worst-sounding speaker if you go above 80% volume. The distortion and fuzzy sound are awful. The higher the volume, the less bass you’ll hear, and the highs and mids kick in instead. To be fair, most small speakers are like this anyways. The best volume range I found is 30%-70%, especially 60%, which produces the most balanced bass and highs.In conclusion, if you want a small yet sleek speaker with great sound, then this is for you.By the way, don’t even compare this to the JBL Charge 5. It literally has different usage, and the size difference is there, lmao. A bigger and more expensive speaker can push out more sound and bass, LMAO. So yeah, it’s kind of like comparing apples to pears, lmao. I only say this because so many people compare this to the Charge 5 or other bigger speakers.","Reviewed in the United States July 1, 2024",AFASPTXSH53KJIWIFP33WH2XDYXA,False,1,Color: Matte BlackStyle: PillPattern: Without AppleCare+
R310R8ZFHHHBI7,B0D4SX9RC6,"5.0 out of 5 stars Pairs in stereo while ""Roam"" ing without WIFI!",jdawz,5,"Bought two JBL Flip 6's and was wowed with the excellent sound BUT, will not play Apple TV without sound delay so back they went. Ponied up for Sonos Roam 2 and they sound great as well AND WILL play Apple TV without delay BUT cannot pair in stereo without WIFI so useless if you are at the beach unless you only want mono and one speaker. Enter Beats Pill - it does it all!!","Reviewed in the United States September 3, 2024",AFNED7OI2U3V2GPP6XHXMYQY5R6Q,False,0,Color: Matte BlackStyle: PillPattern: Without AppleCare+
R2TRMTH5AQ4ML2,B0D4SX9RC6,5.0 out of 5 stars Great for the office,Gail,5,"I love this Beats Pill. It fits nicely on my desk. It's great quality (has a nice weight to it) and easy to use. It has great sound quality too, especially bass. It connected to my Android music player very easily. Sure, I can listen to music on my computer, but I prefer to have music playing in the background which is not interrupted by computer sounds (same reason I use an Android music player instead of my phone to stream music). Overall, I really like this Beats Pill, and I'm glad I ordered it.","Reviewed in the United States September 7, 2024",AFSTPCHMSCLW3BXOBMFT5E3I4XXQ,False,0,Color: Champagne GoldStyle: PillPattern: Without AppleCare+
RCS6YZDDME20Y,B0D4SX9RC6,5.0 out of 5 stars The Pill punches far above it's weight class!!,Brian Severn,5,"Beats Pill (2024) is a high quality product, from the Apple'esque packaging, to the incredible sound output from this small [tiny?] Bluetooth speaker. Incredibly easy to use, connect via Bluetooth and your off to the races.This speaker is about the diameter of a Coke can, albeit longer. It has a pre-attached teather that seems strong enough. Claims to be IP67 water resistant. It comes with a small instruction manual and a USB-C charging cable (USB-C YAY!!!). They claim the battery life is 24 hrs, and it may well be as we've been evaluating it for about a week off and on every day and it's still going strong.I tested it via Bluetooth, mainly streaming via Apple Music, and or it's size it packs quite a punch! Decent mids and highs, and it has bass! Not tons of bass [expected for it's size, it's just physics), but it's decent, if not exceptional given the size of this, but that is expected of any Beats branded speaker product, and this one doesn't disappoint! Another neat feature is that it allows the pairing to two Pill units for stereo music. It's easy to control, there are four buttons: power button, multi-function button (play/pause/next/previous), volume down, and volume up.I really like It also has a built-in mic so you can use it as a speaker phone as well, and it works pretty good.In summary, for the price, compared to other ""party"" speakers around the same price class, the Pill punches far above it's weight class, feature sound clarity with decent bass, lots of volume, and simplicity in design as we've come to expect from Beats. While maybe not the cheapest ""party"" speaker out there, it is among one of the best, if not the best, in it's price class.","Reviewed in the United States July 13, 2024",AGMUT4BKXZBD5PKSMOD2QHVHSKZA,False,1,Color: Statement RedStyle: PillPattern: Without AppleCare+
R38MVWBO98BD8J,B0D4SX9RC6,5.0 out of 5 stars Amazing Sound and Versatility,Jennifer,5,"It’s not just a speaker, but also a portable wireless charger and a great companion for any music lover on the go. The sound from this small speaker is impressive. The bass is rich, and the mids and highs are clear, delivering a full, immersive audio experience. With up to 24 hours of battery life, this speaker lasts through even the longest days. The speaker connects seamlessly with both Apple and Android devices. Pairing is quick and easy, and the connection remains stable without any drops. There is a built-in microphone that is a handy feature for taking calls or using voice commands. The call quality is clear, and the microphone picks up my voice well, even in noisy environments. The Campagne Gold color is sleek, modern, and looks great in any setting.","Reviewed in the United States August 16, 2024",AHGIRPLC3C4YSW64WOAY525HCFFA,False,0,Color: Champagne GoldStyle: PillPattern: Without AppleCare+
RPCYETQZKFGZD,B0D4SX9RC6,5.0 out of 5 stars Compact and powerful speaker...,Customer Review,5,"This Beats Pill speaker is a fantastic portable speaker. It’s compact and easy to take anywhere. It has a detachable lanyard that makes it easy to carry, and a silicone backing for an easy grip. Despite the small size, it delivers powerful sound with good bass and clear highs. I mostly use this out by the pool, so I like the IP67 water rating. It’s been heavily splashed several times, with no ill effects. The battery life is excellent, and easily lasts me through a couple of days of listening. It comes with a USB-C TO USB-C charging cable.I love that this doubles as a speakerphone. I can connect it to my laptop for work calls, and the sound quality is excellent. Beats is a quintessentially Apple product, but don’t let that scare you off if you’re an Android fan like myself. This was simple to connect in my Bluetooth settings with both my Samsung S23 Ultra phone and my Samsung S9 Ultra tablet.","Reviewed in the United States August 23, 2024",AEPI6BTNSZSAVWPUS4TJZHB5PHGA,False,0,Color: Matte BlackStyle: PillPattern: Without AppleCare+
R242Z5FP4KS18D,B0D4SX9RC6,5.0 out of 5 stars great sound!! WOW!,Barbie Xon,5,"This little speaker has power. It's deep, krisp bass is my favorite. Everything sounds amazing through this speaker. I like that it is part of the apple family and I can easily move from one device to another quickly and seamlessly.The only minor thing i dont like is that the buttons are a little confusing. there are only 4 of them but you access certain features by long pressing or pressing combinations of buttons which is just unnecessarily complicated. I understand the reason why- its inline with the clean minimalist aesthetic that Steve Jobs expected of all apple products . Even though these are not apple branded they are clearly still part of apples extended family of accessories...","Reviewed in the United States August 9, 2024",AF2U2AHPXHM6SNVWMXYAEJUVXJ7A,False,0,Color: Champagne GoldStyle: PillPattern: Without AppleCare+
R2Q5S6NBO94XT3,B0D4SX9RC6,5.0 out of 5 stars Quality Sound.,Mrs. Robinson,5,"I ordered this for use at work.I used to listen to podcasts and music via my phone.I didn't know how average the sound was until I hooked up this Beats Pill as my bluetooth speaker.The sound is so superior. I can never go back to the old, tinny sound of my phone.Very satisfied.","Reviewed in the United States August 20, 2024",AEY4QMUNQW6ZMV72UEWBROBBPKVQ,False,0,Color: Matte BlackStyle: PillPattern: Without AppleCare+
